Date,Time,State,State No,Scale,Injuries,Fatalities,Start Lat,Start Lon,Length,Width
1970-04-15,14:10:00,SD,1.0,1.0,0.0,0.0,44.8,-96.7,1.0,10.0
1970-04-15,17:30:00,MN,1.0,1.0,0.0,0.0,45.47,-95.8,8.0,53.0
1970-04-17,18:30:00,NM,3.0,1.0,0.0,0.0,33.1,-103.48,7.1,10.0
1970-04-17,18:30:00,NM,4.0,1.0,0.0,0.0,33.2,-103.32,0.1,10.0
1970-04-17,20:00:00,NM,5.0,2.0,0.0,0.0,34.7,-103.9,39.8,50.0
1970-04-17,20:50:00,TX,10.0,4.0,24.0,0.0,33.6,-102.63,30.0,880.0
1970-04-17,22:00:00,TX,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1970-04-17,22:00:00,TX,11.0,4.0,51.0,5.0,34.0,-101.98,96.6,880.0
1970-04-17,22:30:00,TX,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1970-04-17,22:30:00,TX,12.0,4.0,13.0,1.0,34.38,-102.62,130.0,880.0
1970-04-18,01:00:00,TX,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1970-04-18,01:00:00,TX,13.0,4.0,42.0,16.0,34.65,-101.53,65.0,880.0
1970-04-18,15:00:00,TX,14.0,2.0,0.0,0.0,32.8,-97.47,2.0,50.0
1970-04-18,16:00:00,NM,6.0,0.0,0.0,0.0,33.5,-103.1,0.1,10.0
1970-04-18,16:10:00,OK,1.0,2.0,0.0,0.0,34.73,-96.73,5.2,50.0
1970-04-18,18:15:00,OK,2.0,0.0,0.0,0.0,35.6,-95.6,0.5,100.0
1970-04-18,18:30:00,TX,15.0,2.0,0.0,0.0,29.67,-98.67,0.5,67.0
1970-04-18,21:30:00,TX,17.0,1.0,2.0,0.0,33.03,-96.68,1.0,20.0
1970-04-18,22:00:00,TX,16.0,2.0,0.0,0.0,32.97,-96.32,0.1,10.0
1970-04-18,22:20:00,TX,18.0,0.0,0.0,0.0,31.05,-96.48,0.8,27.0
1970-04-19,00:55:00,TX,19.0,2.0,0.0,0.0,32.5,-94.68,1.2,33.0
1970-04-19,04:00:00,LA,4.0,3.0,2.0,0.0,32.32,-93.67,6.8,50.0
1970-04-19,10:45:00,TN,4.0,2.0,0.0,0.0,35.12,-89.8,0.3,50.0
1970-04-19,12:06:00,MS,7.0,4.0,78.0,4.0,34.72,-89.0,47.6,100.0
1970-04-19,12:06:00,MS,7.0,4.0,78.0,4.0,34.72,-89.0,40.0,100.0
1970-04-19,13:17:00,TN,5.0,4.0,0.0,0.0,35.0,-88.38,7.6,100.0
1970-04-19,15:00:00,UT,1.0,1.0,1.0,0.0,38.7,-112.07,1.5,50.0
1970-04-19,16:15:00,AR,1.0,2.0,0.0,0.0,35.55,-90.73,1.3,100.0
1970-04-19,16:15:00,AR,2.0,3.0,2.0,0.0,35.0,-90.45,1.8,100.0
1970-04-19,16:50:00,IL,2.0,1.0,0.0,0.0,37.2,-89.4,0.1,10.0
1970-04-19,17:00:00,MO,6.0,0.0,0.0,0.0,36.65,-89.3,0.2,17.0
1970-04-19,17:30:00,MO,7.0,1.0,0.0,0.0,36.9,-89.53,0.2,17.0
1970-04-19,18:45:00,FL,20.0,1.0,0.0,0.0,30.38,-86.48,0.1,10.0
1970-04-19,20:00:00,GA,10.0,2.0,1.0,0.0,32.65,-84.9,0.5,100.0
1970-04-19,20:30:00,IN,1.0,1.0,0.0,0.0,39.03,-86.95,0.8,50.0
1970-04-19,20:30:00,IN,2.0,1.0,0.0,0.0,38.97,-86.97,0.8,50.0
1970-04-19,20:45:00,IN,3.0,1.0,0.0,0.0,39.03,-86.5,0.1,30.0
1970-04-19,20:45:00,IN,4.0,2.0,6.0,0.0,39.13,-86.65,5.6,30.0
1970-04-19,21:00:00,IN,5.0,1.0,0.0,0.0,39.02,-85.27,3.3,50.0
1970-04-19,21:45:00,IN,6.0,1.0,0.0,0.0,38.95,-86.0,12.8,20.0
1970-04-22,15:30:00,MN,2.0,1.0,0.0,0.0,43.7,-92.72,4.3,50.0
1970-04-22,15:30:00,MN,3.0,1.0,0.0,0.0,43.82,-92.67,0.3,50.0
1970-04-22,20:40:00,WI,1.0,2.0,2.0,0.0,44.47,-88.07,3.6,800.0
1970-04-22,21:00:00,WI,2.0,2.0,1.0,0.0,44.45,-88.03,7.2,800.0
1970-04-22,21:00:00,WI,4.0,2.0,2.0,0.0,44.58,-87.62,11.2,500.0
1970-04-22,21:10:00,WI,3.0,1.0,0.0,0.0,44.45,-87.8,7.2,500.0
1970-04-22,21:20:00,WI,5.0,2.0,1.0,0.0,44.6,-87.45,9.5,500.0
1970-04-23,04:20:00,KY,3.0,3.0,0.0,0.0,38.22,-84.6,0.5,50.0
1970-04-23,08:15:00,WV,1.0,0.0,0.0,0.0,38.0,-80.8,0.2,10.0
1970-04-23,23:05:00,IN,7.0,1.0,0.0,0.0,38.65,-87.18,0.2,20.0
1970-04-24,00:01:00,WV,2.0,0.0,0.0,0.0,38.8,-82.1,0.3,10.0
1970-04-24,00:30:00,AR,3.0,2.0,0.0,0.0,33.9,-93.9,1.0,100.0
1970-04-24,00:55:00,KY,4.0,3.0,13.0,0.0,37.03,-88.33,25.4,10.0
1970-04-24,03:20:00,TN,7.0,3.0,5.0,0.0,35.03,-90.03,17.0,50.0
1970-04-24,03:28:00,MS,8.0,3.0,18.0,0.0,34.98,-90.05,12.3,50.0
1970-04-24,03:28:00,MS,8.0,3.0,5.0,0.0,34.98,-90.05,1.9,20.0
1970-04-24,03:30:00,TN,6.0,3.0,13.0,0.0,35.0,-90.03,10.4,50.0
1970-04-24,03:35:00,TN,8.0,3.0,3.0,0.0,35.07,-89.98,10.4,50.0
1970-04-24,04:30:00,TN,9.0,2.0,3.0,0.0,35.13,-88.57,0.1,10.0
1970-04-24,06:30:00,AL,7.0,2.0,0.0,0.0,34.75,-86.6,0.5,10.0
1970-04-25,05:00:00,TX,20.0,2.0,12.0,0.0,32.8,-96.93,1.0,10.0
1970-04-25,05:30:00,TX,21.0,1.0,0.0,0.0,33.6,-96.17,6.1,20.0
1970-04-25,06:15:00,TX,22.0,2.0,0.0,1.0,32.67,-96.33,0.1,10.0
1970-04-25,08:05:00,TX,23.0,2.0,0.0,0.0,33.08,-94.6,14.9,100.0
1970-04-25,09:00:00,TX,24.0,1.0,0.0,0.0,33.3,-94.2,0.1,10.0
1970-04-25,12:30:00,TX,25.0,2.0,0.0,0.0,33.05,-98.58,0.5,33.0
1970-04-25,14:48:00,TX,26.0,1.0,0.0,0.0,32.8,-97.3,0.5,27.0
1970-04-25,20:57:00,LA,5.0,1.0,0.0,0.0,32.63,-93.08,24.4,833.0
1970-04-26,08:00:00,AL,8.0,1.0,0.0,0.0,34.95,-86.65,8.6,50.0
1970-04-26,08:30:00,MS,9.0,1.0,0.0,0.0,33.12,-89.98,0.5,200.0
1970-04-26,09:35:00,AL,9.0,1.0,0.0,0.0,33.4,-86.4,3.3,300.0
1970-04-26,13:00:00,AL,10.0,2.0,2.0,0.0,33.25,-85.52,1.0,10.0
1970-04-26,16:00:00,TX,27.0,2.0,0.0,0.0,32.2,-99.8,0.1,200.0
1970-04-26,16:30:00,TX,28.0,2.0,0.0,0.0,32.0,-99.4,14.2,440.0
1970-04-26,16:57:00,TX,29.0,1.0,1.0,0.0,31.83,-99.0,1.0,20.0
1970-04-26,17:30:00,TX,30.0,2.0,2.0,0.0,31.92,-98.75,1.0,267.0
1970-04-26,17:30:00,TX,31.0,1.0,0.0,0.0,31.92,-98.73,1.0,23.0
1970-04-26,17:30:00,TX,32.0,0.0,0.0,0.0,31.88,-98.7,0.5,13.0
1970-04-26,18:30:00,OK,3.0,0.0,0.0,0.0,36.27,-98.57,0.1,10.0
1970-04-26,20:30:00,OK,4.0,3.0,0.0,0.0,36.25,-98.15,1.0,10.0
1970-04-26,20:30:00,OK,5.0,0.0,0.0,0.0,36.22,-98.03,3.6,50.0
1970-04-27,14:00:00,TN,10.0,4.0,85.0,3.0,36.45,-87.13,42.6,250.0
1970-04-27,18:30:00,CA,1.0,0.0,0.0,0.0,37.9,-121.3,1.5,50.0
1970-04-29,14:05:00,MO,8.0,2.0,0.0,0.0,40.42,-93.98,29.3,800.0
1970-04-29,14:05:00,MO,8.0,2.0,0.0,0.0,40.42,-93.98,27.0,440.0
1970-04-29,14:30:00,IA,1.0,2.0,0.0,0.0,40.58,-93.52,2.3,800.0
1970-04-29,15:30:00,IN,8.0,0.0,0.0,0.0,39.05,-85.27,0.3,10.0
1970-04-29,16:30:00,IN,9.0,1.0,0.0,0.0,39.05,-85.18,1.0,30.0
1970-04-29,17:32:00,MN,4.0,2.0,0.0,0.0,43.97,-93.55,20.1,27.0
1970-04-29,19:10:00,MI,1.0,1.0,0.0,0.0,42.5,-84.68,2.0,67.0
1970-04-29,19:30:00,WI,6.0,1.0,0.0,0.0,45.07,-91.92,9.5,200.0
1970-04-29,22:25:00,OK,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1970-04-29,22:25:00,OK,6.0,2.0,2.0,0.0,34.57,-99.42,170.5,250.0
1970-04-30,00:05:00,AR,4.0,1.0,0.0,0.0,36.47,-94.02,0.3,100.0
1970-04-30,01:00:00,OK,7.0,2.0,6.0,0.0,35.23,-98.0,46.7,500.0
1970-04-30,02:45:00,OK,8.0,1.0,2.0,0.0,36.0,-96.6,0.2,50.0
1970-04-30,12:30:00,IL,3.0,1.0,0.0,0.0,40.3,-88.7,0.1,10.0
1970-04-30,14:25:00,IL,4.0,2.0,9.0,0.0,42.0,-87.9,4.9,10.0
1970-04-30,17:23:00,MI,2.0,1.0,0.0,0.0,42.7,-84.6,1.5,67.0
1970-04-30,18:30:00,AR,6.0,2.0,0.0,0.0,35.38,-92.22,6.4,100.0
1970-04-30,18:50:00,AR,5.0,2.0,0.0,0.0,35.15,-92.43,4.3,50.0
1970-04-30,20:00:00,AR,8.0,2.0,0.0,0.0,35.7,-91.97,7.2,100.0
1970-04-30,20:20:00,AR,9.0,2.0,0.0,0.0,35.27,-91.88,1.3,200.0
1970-04-30,20:30:00,AR,7.0,2.0,0.0,0.0,35.93,-91.75,20.1,667.0
1970-04-30,21:00:00,MO,9.0,3.0,1.0,0.0,36.58,-90.6,8.2,100.0
1970-05-08,18:30:00,KS,3.0,1.0,0.0,0.0,38.8,-98.0,0.1,10.0
1970-05-08,19:36:00,KS,4.0,2.0,0.0,0.0,39.03,-97.97,9.5,100.0
1970-05-08,21:30:00,KS,5.0,1.0,0.0,0.0,38.8,-98.3,1.0,10.0
1970-05-09,15:00:00,IA,2.0,2.0,0.0,0.0,41.3,-91.53,2.0,100.0
1970-05-09,15:00:00,WI,7.0,1.0,1.0,0.0,43.3,-89.67,1.0,100.0
1970-05-09,15:15:00,IA,3.0,2.0,0.0,0.0,41.22,-91.28,1.0,100.0
1970-05-09,17:30:00,KS,6.0,2.0,0.0,0.0,38.13,-94.65,0.5,100.0
1970-05-09,18:40:00,MO,10.0,2.0,0.0,0.0,38.02,-92.75,4.9,50.0
1970-05-09,19:10:00,WI,8.0,1.0,0.0,0.0,42.52,-88.4,4.9,100.0
1970-05-09,19:20:00,IL,5.0,1.0,0.0,0.0,40.62,-89.23,2.7,200.0
1970-05-09,20:15:00,OK,9.0,1.0,0.0,0.0,36.37,-95.05,2.0,10.0
1970-05-09,21:00:00,MO,11.0,0.0,0.0,0.0,37.02,-89.5,0.1,10.0
1970-05-10,16:00:00,MS,10.0,2.0,0.0,0.0,34.28,-89.4,11.8,10.0
1970-05-10,20:30:00,MS,11.0,1.0,4.0,0.0,33.77,-88.57,20.1,10.0
1970-05-10,23:37:00,IA,4.0,0.0,0.0,0.0,42.02,-93.6,0.1,10.0
1970-05-11,16:15:00,OR,1.0,0.0,0.0,0.0,44.87,-121.4,0.1,10.0
1970-05-11,17:20:00,KS,7.0,0.0,0.0,0.0,38.93,-98.0,0.1,10.0
1970-05-11,18:15:00,KS,8.0,1.0,0.0,0.0,38.87,-98.1,1.0,200.0
1970-05-11,18:30:00,KS,9.0,1.0,0.0,0.0,38.95,-98.0,0.1,10.0
1970-05-11,20:00:00,TX,33.0,1.0,0.0,0.0,33.8,-101.23,1.0,27.0
1970-05-11,20:35:00,TX,34.0,5.0,500.0,26.0,33.55,-101.9,8.4,1333.0
1970-05-12,00:01:00,IA,5.0,1.0,0.0,0.0,41.17,-92.83,0.3,10.0
1970-05-12,05:20:00,NE,1.0,2.0,1.0,0.0,41.4,-99.63,0.1,10.0
1970-05-12,12:30:00,OH,5.0,2.0,0.0,0.0,41.43,-84.2,14.4,50.0
1970-05-12,16:24:00,OH,6.0,1.0,0.0,0.0,39.48,-83.65,0.1,60.0
1970-05-12,19:00:00,TX,35.0,2.0,0.0,0.0,33.25,-101.68,6.8,17.0
1970-05-12,19:30:00,IA,6.0,2.0,0.0,0.0,41.47,-95.23,5.9,400.0
1970-05-12,21:00:00,IA,7.0,1.0,0.0,0.0,42.02,-93.45,0.1,10.0
1970-05-12,21:15:00,IA,8.0,1.0,0.0,0.0,42.15,-93.33,0.1,10.0
1970-05-13,10:15:00,OH,7.0,2.0,5.0,0.0,40.55,-82.93,0.1,150.0
1970-05-13,10:30:00,OH,8.0,1.0,0.0,0.0,40.43,-83.12,1.0,200.0
1970-05-13,15:30:00,NV,1.0,1.0,0.0,0.0,40.8,-114.2,5.7,440.0
1970-05-13,18:25:00,MO,12.0,0.0,0.0,0.0,40.37,-92.55,0.1,10.0
1970-05-13,19:30:00,MO,13.0,2.0,0.0,0.0,40.18,-92.05,7.6,50.0
1970-05-14,11:57:00,IN,10.0,0.0,0.0,0.0,40.67,-86.88,1.5,177.0
1970-05-14,13:30:00,IN,11.0,1.0,1.0,0.0,39.77,-86.17,1.5,100.0
1970-05-14,15:40:00,TX,36.0,0.0,0.0,0.0,33.6,-102.1,0.5,23.0
1970-05-14,16:30:00,TX,37.0,1.0,0.0,0.0,34.2,-101.9,4.9,33.0
1970-05-14,16:30:00,TX,38.0,1.0,0.0,0.0,34.2,-101.9,4.9,27.0
1970-05-14,16:30:00,TX,39.0,0.0,0.0,0.0,34.2,-101.9,4.3,17.0
1970-05-14,17:00:00,IN,12.0,1.0,0.0,0.0,40.83,-84.93,0.8,30.0
1970-05-14,17:40:00,TX,40.0,1.0,1.0,0.0,29.42,-98.53,7.1,23.0
1970-05-14,18:53:00,OH,9.0,2.0,0.0,0.0,40.28,-83.78,3.0,350.0
1970-05-14,19:30:00,TX,41.0,2.0,0.0,0.0,29.5,-99.4,0.5,440.0
1970-05-14,20:30:00,TX,42.0,1.0,0.0,0.0,29.33,-99.13,5.1,13.0
1970-05-14,21:45:00,OH,10.0,2.0,7.0,0.0,40.5,-82.75,3.0,700.0
1970-05-15,09:35:00,TX,43.0,1.0,0.0,0.0,29.87,-95.25,28.9,17.0
1970-05-15,10:01:00,TX,44.0,1.0,0.0,0.0,29.9,-96.67,0.4,50.0
1970-05-15,14:08:00,TX,45.0,0.0,0.0,0.0,26.1,-97.2,0.3,17.0
1970-05-15,16:00:00,IN,13.0,0.0,0.0,0.0,40.62,-85.77,0.1,10.0
1970-05-15,18:00:00,GA,11.0,2.0,0.0,0.0,30.88,-84.6,0.4,40.0
1970-05-15,18:10:00,IN,14.0,0.0,0.0,0.0,40.83,-85.35,0.1,10.0
1970-05-15,23:00:00,TX,46.0,2.0,0.0,0.0,30.25,-98.6,0.5,27.0
1970-05-21,20:10:00,WI,9.0,0.0,0.0,0.0,44.58,-88.0,2.0,10.0
1970-05-22,09:19:00,TX,47.0,0.0,0.0,0.0,27.7,-97.67,0.1,10.0
1970-05-22,15:50:00,KS,10.0,0.0,0.0,0.0,39.22,-100.95,0.1,10.0
1970-05-22,15:55:00,KS,11.0,0.0,0.0,0.0,39.32,-101.1,1.0,100.0
1970-05-22,18:00:00,IA,9.0,1.0,0.0,0.0,41.52,-94.5,0.1,10.0
1970-05-23,23:15:00,TX,48.0,2.0,20.0,0.0,26.9,-99.27,4.5,50.0
1970-05-23,23:15:00,TX,49.0,2.0,20.0,0.0,26.9,-99.28,4.5,50.0
1970-05-24,16:57:00,FL,21.0,1.0,0.0,0.0,24.73,-81.4,0.1,10.0
1970-05-24,18:00:00,LA,6.0,2.0,0.0,0.0,30.73,-92.3,5.2,417.0
1970-05-24,18:03:00,TX,50.0,2.0,1.0,0.0,26.5,-97.77,25.5,100.0
1970-05-24,19:45:00,IL,6.0,1.0,0.0,0.0,39.72,-87.67,0.5,10.0
1970-05-24,20:30:00,LA,7.0,1.0,0.0,0.0,32.2,-92.0,1.0,183.0
1970-05-25,06:15:00,GA,12.0,2.0,0.0,0.0,32.02,-80.85,2.5,33.0
1970-05-25,10:45:00,NM,7.0,0.0,0.0,0.0,33.4,-103.7,0.1,10.0
1970-05-25,11:40:00,NM,8.0,0.0,0.0,0.0,33.4,-104.33,0.1,10.0
1970-05-25,12:15:00,SC,1.0,1.0,0.0,0.0,32.78,-79.98,0.5,10.0
1970-05-25,17:50:00,TX,51.0,0.0,0.0,0.0,33.55,-101.92,1.0,23.0
1970-05-25,18:20:00,LA,8.0,0.0,0.0,0.0,32.47,-93.0,0.2,33.0
1970-05-26,14:30:00,GA,13.0,1.0,0.0,0.0,32.4,-83.7,0.5,33.0
1970-05-27,13:30:00,NM,9.0,1.0,0.0,0.0,32.85,-103.6,0.1,10.0
1970-05-27,16:00:00,NM,10.0,0.0,0.0,0.0,32.53,-103.9,0.1,10.0
1970-05-28,15:30:00,ND,1.0,0.0,0.0,0.0,46.2,-98.9,0.1,10.0
1970-05-28,17:45:00,OK,10.0,0.0,0.0,0.0,34.47,-99.75,0.1,10.0
1970-05-28,18:05:00,OK,11.0,0.0,0.0,0.0,34.45,-99.77,0.1,10.0
1970-05-28,18:30:00,OK,12.0,0.0,0.0,0.0,34.43,-99.7,0.1,10.0
1970-05-29,11:35:00,GA,14.0,0.0,0.0,0.0,31.6,-83.23,0.1,150.0
1970-05-29,14:30:00,MO,14.0,0.0,0.0,0.0,37.42,-89.62,0.1,50.0
1970-05-29,17:50:00,OK,13.0,0.0,0.0,0.0,35.42,-96.37,0.1,10.0
1970-05-30,08:00:00,TX,52.0,1.0,0.0,0.0,27.3,-97.8,13.1,60.0
1970-05-30,14:55:00,KS,12.0,2.0,0.0,0.0,37.53,-101.88,0.5,100.0
1970-05-30,15:00:00,SD,2.0,0.0,0.0,0.0,43.4,-98.0,0.1,10.0
1970-05-30,22:15:00,SD,3.0,0.0,0.0,0.0,44.4,-97.5,0.1,10.0
1970-05-31,14:07:00,TX,53.0,0.0,0.0,0.0,35.28,-101.58,5.1,33.0
1970-05-31,15:25:00,TX,54.0,1.0,0.0,0.0,35.0,-101.83,17.2,67.0
1970-05-31,21:20:00,TX,55.0,2.0,0.0,0.0,32.5,-102.12,18.6,67.0
1970-06-01,01:35:00,LA,9.0,1.0,0.0,0.0,30.63,-91.2,0.5,183.0
1970-06-01,05:30:00,MS,12.0,1.0,0.0,0.0,31.15,-90.28,3.8,100.0
1970-06-01,11:30:00,TX,56.0,1.0,0.0,0.0,26.12,-97.63,0.5,17.0
1970-06-01,17:00:00,IL,7.0,2.0,5.0,0.0,37.7,-89.2,0.1,160.0
1970-06-01,17:35:00,IL,8.0,1.0,0.0,0.0,38.93,-90.28,0.1,20.0
1970-06-01,17:35:00,MO,15.0,1.0,0.0,0.0,38.83,-90.28,5.7,50.0
1970-06-01,17:35:00,MO,15.0,1.0,0.0,0.0,38.83,-90.28,5.7,50.0
1970-06-02,07:30:00,AL,11.0,2.0,0.0,0.0,30.6,-87.88,0.1,10.0
1970-06-02,15:25:00,WV,3.0,1.0,0.0,0.0,38.6,-79.4,0.3,10.0
1970-06-04,14:00:00,MS,13.0,0.0,0.0,0.0,33.33,-90.98,0.1,10.0
1970-06-04,14:30:00,FL,22.0,0.0,0.0,0.0,28.67,-82.12,0.1,10.0
1970-06-05,16:20:00,UT,2.0,0.0,0.0,0.0,41.17,-113.0,0.1,10.0
1970-06-08,19:30:00,TX,57.0,0.0,1.0,0.0,33.58,-102.33,0.1,10.0
1970-06-10,13:30:00,ND,3.0,0.0,0.0,0.0,47.85,-101.5,0.2,30.0
1970-06-10,14:05:00,UT,3.0,0.0,0.0,0.0,41.05,-111.9,0.1,10.0
1970-06-10,15:30:00,ND,2.0,1.0,0.0,0.0,48.8,-98.9,0.1,30.0
1970-06-10,15:30:00,UT,4.0,2.0,0.0,0.0,38.95,-109.72,0.1,10.0
1970-06-10,16:06:00,KS,13.0,0.0,0.0,0.0,37.2,-98.02,0.1,100.0
1970-06-10,16:40:00,NE,2.0,2.0,0.0,0.0,41.28,-96.95,0.1,10.0
1970-06-11,12:00:00,OK,14.0,1.0,0.0,0.0,35.3,-98.8,0.1,10.0
1970-06-11,14:00:00,OK,15.0,2.0,2.0,0.0,36.12,-97.9,0.1,10.0
1970-06-11,14:10:00,OK,16.0,3.0,1.0,0.0,35.5,-97.75,13.2,100.0
1970-06-11,14:30:00,NE,3.0,0.0,0.0,0.0,42.45,-98.48,0.1,10.0
1970-06-11,14:45:00,OK,17.0,1.0,2.0,0.0,34.48,-97.97,10.1,167.0
1970-06-11,15:00:00,NE,4.0,1.0,0.0,0.0,40.1,-99.37,0.1,10.0
1970-06-11,15:45:00,OK,18.0,1.0,0.0,0.0,35.93,-97.03,0.1,10.0
1970-06-11,17:05:00,OK,19.0,2.0,0.0,0.0,34.5,-97.17,2.0,100.0
1970-06-11,17:11:00,OK,20.0,0.0,0.0,0.0,35.8,-96.1,2.0,50.0
1970-06-11,17:30:00,OK,21.0,2.0,0.0,0.0,35.43,-96.27,0.1,100.0
1970-06-11,18:00:00,OK,22.0,1.0,1.0,0.0,34.48,-96.62,0.1,10.0
1970-06-11,18:12:00,OK,23.0,2.0,0.0,0.0,34.6,-96.57,2.5,440.0
1970-06-11,18:45:00,KS,14.0,0.0,0.0,0.0,38.4,-98.9,3.0,10.0
1970-06-11,19:00:00,KS,15.0,0.0,0.0,0.0,38.53,-99.7,14.7,200.0
1970-06-11,19:00:00,OK,24.0,2.0,1.0,1.0,36.62,-95.15,15.4,150.0
1970-06-11,19:15:00,KS,16.0,0.0,0.0,0.0,38.8,-99.4,0.1,10.0
1970-06-11,19:50:00,ND,4.0,0.0,0.0,0.0,46.3,-97.1,0.1,10.0
1970-06-11,20:00:00,OK,25.0,2.0,14.0,1.0,35.25,-95.5,5.2,440.0
1970-06-11,20:10:00,KS,17.0,1.0,0.0,0.0,38.9,-99.55,0.1,10.0
1970-06-11,20:15:00,OK,26.0,3.0,45.0,1.0,35.68,-94.77,51.8,250.0
1970-06-11,20:15:00,OK,26.0,3.0,1.0,0.0,35.68,-94.77,22.2,10.0
1970-06-11,20:45:00,AR,10.0,3.0,44.0,1.0,35.93,-94.52,29.6,250.0
1970-06-11,23:00:00,OK,27.0,2.0,0.0,0.0,34.6,-95.33,0.1,10.0
1970-06-12,13:15:00,OH,11.0,0.0,0.0,0.0,40.7,-82.13,0.1,10.0
1970-06-12,13:35:00,MO,16.0,0.0,0.0,0.0,39.28,-93.5,0.1,10.0
1970-06-12,13:40:00,MO,17.0,1.0,0.0,0.0,39.47,-93.55,2.3,50.0
1970-06-12,13:45:00,NE,5.0,1.0,0.0,0.0,40.73,-99.35,0.1,10.0
1970-06-12,14:00:00,MO,18.0,0.0,0.0,0.0,39.38,-93.25,0.1,10.0
1970-06-12,14:40:00,MO,19.0,4.0,0.0,0.0,39.55,-92.88,16.1,400.0
1970-06-12,15:19:00,MO,20.0,3.0,1.0,0.0,39.73,-92.48,8.5,200.0
1970-06-12,15:24:00,FL,23.0,0.0,0.0,0.0,27.2,-80.8,0.1,10.0
1970-06-12,16:00:00,MO,21.0,2.0,0.0,0.0,39.95,-92.22,2.0,50.0
1970-06-12,16:30:00,MO,22.0,2.0,0.0,0.0,39.98,-91.78,6.2,100.0
1970-06-12,16:40:00,MO,23.0,3.0,0.0,0.0,39.15,-91.83,16.0,100.0
1970-06-12,17:40:00,MO,24.0,2.0,0.0,0.0,39.28,-91.07,2.3,50.0
1970-06-12,18:10:00,IA,10.0,1.0,0.0,0.0,40.92,-91.4,1.0,50.0
1970-06-12,18:10:00,MO,25.0,1.0,0.0,0.0,39.38,-90.78,1.5,100.0
1970-06-12,18:55:00,MO,26.0,1.0,1.0,0.0,38.65,-93.23,0.3,20.0
1970-06-12,20:00:00,SD,4.0,0.0,0.0,0.0,45.8,-103.4,0.1,10.0
1970-06-12,20:48:00,KS,18.0,0.0,0.0,0.0,37.17,-97.45,2.5,10.0
1970-06-13,01:00:00,MO,27.0,1.0,0.0,0.0,38.37,-92.57,0.8,50.0
1970-06-13,06:45:00,KY,5.0,1.0,0.0,0.0,37.83,-86.73,0.1,23.0
1970-06-13,17:00:00,KS,19.0,0.0,0.0,0.0,38.4,-99.7,1.0,10.0
1970-06-13,18:15:00,KS,20.0,2.0,0.0,0.0,38.13,-99.52,8.4,10.0
1970-06-13,21:00:00,KS,21.0,3.0,0.0,0.0,37.95,-99.47,7.3,10.0
1970-06-14,14:15:00,OH,12.0,1.0,0.0,0.0,39.3,-83.3,0.1,150.0
1970-06-14,14:30:00,KS,22.0,3.0,5.0,0.0,39.48,-100.52,17.2,900.0
1970-06-14,16:48:00,ND,5.0,0.0,0.0,0.0,46.9,-103.22,0.1,10.0
1970-06-14,17:35:00,SD,5.0,0.0,0.0,0.0,45.9,-99.8,0.1,10.0
1970-06-14,17:35:00,IL,9.0,1.0,0.0,0.0,38.7,-90.1,1.5,50.0
1970-06-14,18:45:00,SD,6.0,1.0,0.0,0.0,45.65,-100.03,0.1,10.0
1970-06-14,18:45:00,SD,7.0,0.0,0.0,0.0,45.6,-100.0,0.1,10.0
1970-06-14,18:45:00,SD,8.0,0.0,0.0,0.0,45.6,-100.0,0.1,10.0
1970-06-14,19:05:00,SD,9.0,2.0,0.0,0.0,45.67,-100.03,2.5,1760.0
1970-06-14,19:25:00,IN,15.0,1.0,0.0,0.0,38.5,-87.3,1.0,400.0
1970-06-14,21:30:00,SD,10.0,0.0,0.0,0.0,43.0,-99.8,0.1,10.0
1970-06-15,18:10:00,SD,11.0,1.0,0.0,0.0,44.03,-97.22,0.1,10.0
1970-06-15,18:30:00,SD,13.0,1.0,0.0,0.0,44.08,-97.17,0.1,67.0
1970-06-15,18:45:00,SD,12.0,3.0,0.0,0.0,44.15,-96.95,0.1,200.0
1970-06-15,19:00:00,KS,23.0,2.0,0.0,0.0,39.13,-99.63,1.5,200.0
1970-06-15,20:30:00,SD,17.0,1.0,0.0,0.0,43.13,-98.28,0.5,50.0
1970-06-15,21:00:00,SD,14.0,1.0,0.0,0.0,43.55,-97.5,2.0,133.0
1970-06-15,21:30:00,SD,15.0,0.0,0.0,0.0,43.6,-96.6,0.1,10.0
1970-06-15,21:30:00,SD,16.0,1.0,0.0,0.0,43.15,-97.72,0.1,10.0
1970-06-15,21:40:00,SD,18.0,0.0,0.0,0.0,44.1,-97.1,0.1,10.0
1970-06-15,21:49:00,SD,19.0,0.0,0.0,0.0,43.5,-96.8,0.1,10.0
1970-06-15,21:55:00,SD,20.0,0.0,0.0,0.0,43.1,-97.0,0.1,10.0
1970-06-15,22:09:00,SD,21.0,0.0,0.0,0.0,43.0,-97.1,0.1,10.0
1970-06-15,22:15:00,MN,5.0,1.0,0.0,0.0,44.4,-96.35,4.3,20.0
1970-06-15,22:25:00,NE,6.0,2.0,0.0,0.0,42.03,-97.42,59.1,10.0
1970-06-15,22:25:00,NE,7.0,2.0,0.0,0.0,41.43,-96.95,42.9,600.0
1970-06-15,22:35:00,NE,8.0,1.0,0.0,0.0,40.17,-96.17,0.1,10.0
